"","Pasos","Dimension","Valor M","Origen"
"V29332","400","1",44,7
"V29432","400","1",22,21
"V29532","400","1",53,5
"V29632","400","1",21,5
"V29732","400","1",30,12
"V29832","400","1",19,8
"V29932","400","1",31,12
"V30032","400","1",11,40
"V11038","400","2",26,4
"V21038","400","2",35,2
"V3144","400","2",18,3
"V4144","400","2",26,0
"V5144","400","2",17,5
"V6144","400","2",39,2
"V7144","400","2",33,0
"V8144","400","2",20,8
"V9144","400","2",33,0
"V10144","400","2",21,0
"V11148","400","2",18,1
"V12145","400","2",32,0
"V13144","400","2",40,2
"V14144","400","2",16,4
"V15144","400","2",20,3
"V16144","400","2",23,1
"V17144","400","2",17,0
"V18144","400","2",29,0
"V19144","400","2",18,2
"V20144","400","2",19,2
"V21148","400","2",32,2
"V22145","400","2",34,1
"V23144","400","2",42,3
"V24144","400","2",35,8
"V25144","400","2",22,3
"V26144","400","2",50,0
"V27144","400","2",34,0
"V28144","400","2",27,4
"V29144","400","2",16,2
"V3033","400","2",34,6
"V3145","400","2",32,3
"V3235","400","2",36,1
"V3333","400","2",19,0
"V3433","400","2",26,2
"V3533","400","2",38,1
"V3633","400","2",31,0
"V3733","400","2",44,2
"V3833","400","2",30,3
"V3933","400","2",18,1
"V4033","400","2",54,1
"V4145","400","2",24,0
"V4235","400","2",32,3
"V4333","400","2",28,1
"V4433","400","2",34,0
"V4533","400","2",28,3
"V4633","400","2",19,0
"V4733","400","2",30,1
"V4833","400","2",43,1
"V4933","400","2",26,3
"V5033","400","2",51,0
"V5145","400","2",18,5
"V5235","400","2",39,1
"V5333","400","2",58,0
"V5433","400","2",25,4
"V5533","400","2",19,1
"V5633","400","2",22,1
"V5733","400","2",24,3
"V5833","400","2",41,0
"V5933","400","2",36,4
"V6033","400","2",62,2
"V6145","400","2",29,1
"V6235","400","2",37,1
"V6333","400","2",19,0
"V6433","400","2",24,3
"V6533","400","2",26,0
"V6633","400","2",35,0
"V6733","400","2",53,0
"V6833","400","2",46,0
"V6933","400","2",17,3
"V7033","400","2",23,0
"V7145","400","2",18,1
"V7235","400","2",29,0
"V7333","400","2",42,2
"V7433","400","2",45,1
"V7533","400","2",47,1
"V7633","400","2",24,1
"V7733","400","2",28,0
"V7833","400","2",17,1
"V7933","400","2",39,1
"V8033","400","2",33,2
"V8145","400","2",16,0
"V8235","400","2",32,0
"V8333","400","2",41,3
"V8433","400","2",28,0
"V8533","400","2",30,4
"V8633","400","2",35,1
"V8733","400","2",27,0
"V8833","400","2",50,1
"V8933","400","2",27,1
"V9033","400","2",24,4
"V9145","400","2",23,4
"V9235","400","2",36,1
"V9333","400","2",34,3
"V9433","400","2",43,0
"V9533","400","2",43,2
"V9633","400","2",27,3
"V9733","400","2",20,0
"V9833","400","2",29,6
"V9933","400","2",13,5
"V10033","400","2",20,2
"V10145","400","2",31,2
"V10235","400","2",40,1
"V10333","400","2",23,0
"V10433","400","2",44,3
"V10533","400","2",24,1
"V10633","400","2",22,7
"V10733","400","2",33,0
"V10833","400","2",24,2
"V10933","400","2",33,2
"V11039","400","2",34,0
"V11149","400","2",20,4
"V11236","400","2",32,0
"V11334","400","2",24,2
"V11434","400","2",31,0
"V11533","400","2",22,3
"V11633","400","2",13,8
"V11733","400","2",32,0
"V11833","400","2",40,1
"V11933","400","2",25,6
"V12033","400","2",22,0
"V12146","400","2",22,0
"V12235","400","2",34,0
"V12333","400","2",48,1
"V12433","400","2",30,3
"V12533","400","2",27,1
"V12633","400","2",26,1
"V12733","400","2",25,0
"V12833","400","2",43,5
"V12933","400","2",20,3
"V13033","400","2",34,1
"V13145","400","2",30,3
"V13235","400","2",50,1
"V13333","400","2",23,3
"V13433","400","2",22,4
"V13533","400","2",44,2
"V13633","400","2",50,0
"V13733","400","2",35,2
"V13833","400","2",32,3
"V13933","400","2",39,0
"V14033","400","2",48,2
"V14145","400","2",26,1
"V14235","400","2",44,0
"V14333","400","2",21,0
"V14433","400","2",18,7
"V14533","400","2",33,0
"V14633","400","2",24,1
"V14733","400","2",20,4
"V14833","400","2",23,0
"V14933","400","2",44,1
"V15033","400","2",27,1
"V15145","400","2",28,0
"V15235","400","2",30,0
"V15333","400","2",33,0
"V15433","400","2",27,1
"V15533","400","2",28,0
"V15633","400","2",27,0
"V15733","400","2",10,5
"V15833","400","2",19,3
"V15933","400","2",48,0
"V16033","400","2",46,0
"V16145","400","2",35,0
"V16235","400","2",34,0
"V16333","400","2",30,3
"V16433","400","2",22,1
"V16533","400","2",32,0
"V16633","400","2",22,1
"V16733","400","2",29,3
"V16833","400","2",28,2
"V16933","400","2",23,2
"V17033","400","2",50,0
"V17145","400","2",20,0
"V17235","400","2",17,2
"V17333","400","2",26,5
"V17433","400","2",36,1
"V17533","400","2",27,2
"V17633","400","2",43,3
"V17733","400","2",16,2
"V17833","400","2",29,1
"V17933","400","2",37,2
"V18033","400","2",27,1
"V18145","400","2",16,8
"V18235","400","2",28,0
"V18333","400","2",32,2
"V18433","400","2",20,3
"V18533","400","2",25,0
"V18633","400","2",38,1
"V18733","400","2",23,2
"V18833","400","2",15,1
"V18933","400","2",20,2
"V19033","400","2",24,2
"V19145","400","2",24,0
"V19235","400","2",12,6
"V19333","400","2",25,0
"V19433","400","2",36,0
"V19533","400","2",49,0
"V19633","400","2",29,1
"V19733","400","2",52,6
"V19833","400","2",35,0
"V19933","400","2",29,1
"V20033","400","2",45,1
"V20145","400","2",30,2
"V20235","400","2",35,2
"V20333","400","2",45,1
"V20433","400","2",39,1
"V20533","400","2",30,0
"V20633","400","2",16,8
"V20733","400","2",36,3
"V20833","400","2",27,3
"V20933","400","2",28,4
"V21039","400","2",32,4
"V21149","400","2",52,1
"V21236","400","2",29,5
"V21334","400","2",32,0
"V21434","400","2",22,1
"V21533","400","2",26,1
"V21633","400","2",17,1
"V21733","400","2",22,0
"V21833","400","2",41,0
"V21933","400","2",35,1
"V22033","400","2",49,0
"V22146","400","2",22,2
"V22235","400","2",16,1
"V22333","400","2",24,1
"V22433","400","2",37,0
"V22533","400","2",34,2
"V22633","400","2",21,3
"V22733","400","2",49,0
"V22833","400","2",49,2
"V22933","400","2",29,1
"V23033","400","2",43,4
"V23145","400","2",13,3
"V23235","400","2",19,2
"V23333","400","2",16,1
"V23433","400","2",25,1
"V23533","400","2",22,3
"V23633","400","2",25,1
"V23733","400","2",22,0
"V23833","400","2",14,2
"V23933","400","2",33,1
"V24033","400","2",23,1
"V24145","400","2",26,3
"V24235","400","2",37,0
"V24333","400","2",14,0
"V24433","400","2",26,0
"V24533","400","2",18,3
"V24633","400","2",23,1
"V24733","400","2",28,0
"V24833","400","2",24,2
"V24933","400","2",28,4
"V25033","400","2",48,0
"V25145","400","2",57,1
"V25235","400","2",45,1
"V25333","400","2",26,6
"V25433","400","2",43,0
"V25533","400","2",33,1
"V25633","400","2",13,3
"V25733","400","2",31,1
"V25833","400","2",29,1
"V25933","400","2",26,1
"V26033","400","2",38,1
"V26145","400","2",34,1
"V26235","400","2",21,4
"V26333","400","2",17,0
"V26433","400","2",13,1
"V26533","400","2",25,0
"V26633","400","2",23,0
"V26733","400","2",44,2
"V26833","400","2",37,0
"V26933","400","2",20,7
"V27033","400","2",26,0
"V27145","400","2",18,1
"V27235","400","2",21,2
"V27333","400","2",49,3
"V27433","400","2",33,0
"V27533","400","2",19,2
"V27633","400","2",40,0
"V27733","400","2",22,0
"V27833","400","2",34,2
"V27933","400","2",35,2
"V28033","400","2",18,9
"V28145","400","2",27,0
"V28235","400","2",23,0
"V28333","400","2",18,0
"V28433","400","2",28,1
"V28533","400","2",42,1
"V28633","400","2",26,1
"V28733","400","2",40,0
"V28833","400","2",21,2
"V28933","400","2",35,3
"V29033","400","2",23,2
"V29145","400","2",23,1
"V29235","400","2",24,0
"V29333","400","2",25,2
"V29433","400","2",48,0
"V29533","400","2",22,1
"V29633","400","2",34,0
"V29733","400","2",45,0
"V29833","400","2",42,0
"V29933","400","2",24,0
"V30033","400","2",21,1
"V11040","400","3",34,1
"V21040","400","3",20,2
"V3146","400","3",34,0
"V4146","400","3",59,0
"V5146","400","3",30,0
"V6146","400","3",38,0
"V7146","400","3",59,1
"V8146","400","3",35,0
"V9146","400","3",48,0
"V10146","400","3",47,2
"V11150","400","3",44,0
"V12147","400","3",40,1
"V13146","400","3",58,0
"V14146","400","3",40,0
"V15146","400","3",19,0
"V16146","400","3",28,1
"V17146","400","3",28,1
"V18146","400","3",27,0
"V19146","400","3",25,0
"V20146","400","3",25,1
"V21150","400","3",19,2
"V22147","400","3",33,0
"V23146","400","3",21,0
"V24146","400","3",35,1
"V25146","400","3",40,1
"V26146","400","3",27,1
"V27146","400","3",35,1
"V28146","400","3",26,0
"V29146","400","3",41,0
"V3034","400","3",22,0
"V3147","400","3",37,0
"V3236","400","3",20,0
"V3334","400","3",20,0
"V3434","400","3",49,2
"V3534","400","3",34,0
"V3634","400","3",33,1
"V3734","400","3",49,0
"V3834","400","3",16,1
"V3934","400","3",21,0
"V4034","400","3",26,1
"V4147","400","3",39,0
"V4236","400","3",47,0
"V4334","400","3",46,1
"V4434","400","3",23,1
"V4534","400","3",34,0
"V4634","400","3",34,0
"V4734","400","3",28,2
"V4834","400","3",35,1
"V4934","400","3",29,0
"V5034","400","3",70,0
"V5147","400","3",39,0
"V5236","400","3",33,0
"V5334","400","3",32,2
"V5434","400","3",33,1
"V5534","400","3",33,0
"V5634","400","3",31,0
"V5734","400","3",27,0
"V5834","400","3",40,3
"V5934","400","3",22,0
"V6034","400","3",47,0
"V6147","400","3",32,1
"V6236","400","3",34,2
"V6334","400","3",36,2
"V6434","400","3",38,0
"V6534","400","3",20,4
"V6634","400","3",39,0
"V6734","400","3",36,0
"V6834","400","3",33,1
"V6934","400","3",34,0
"V7034","400","3",55,1
"V7147","400","3",26,0
"V7236","400","3",49,0
"V7334","400","3",48,0
"V7434","400","3",27,0
"V7534","400","3",30,0
"V7634","400","3",36,0
"V7734","400","3",28,1
"V7834","400","3",23,0
"V7934","400","3",30,0
"V8034","400","3",51,0
"V8147","400","3",20,0
"V8236","400","3",35,1
"V8334","400","3",44,0
"V8434","400","3",33,2
"V8534","400","3",42,0
"V8634","400","3",35,1
"V8734","400","3",50,1
"V8834","400","3",41,0
"V8934","400","3",50,0
"V9034","400","3",40,0
"V9147","400","3",60,0
"V9236","400","3",40,0
"V9334","400","3",28,0
"V9434","400","3",29,0
"V9534","400","3",45,0
"V9634","400","3",46,0
"V9734","400","3",34,0
"V9834","400","3",38,0
"V9934","400","3",40,0
"V10034","400","3",24,0
"V10147","400","3",44,0
"V10236","400","3",35,0
"V10334","400","3",37,0
"V10434","400","3",26,0
"V10534","400","3",36,1
"V10634","400","3",30,0
"V10734","400","3",33,0
"V10834","400","3",25,0
"V10934","400","3",34,1
"V11041","400","3",40,0
"V11151","400","3",21,0
"V11237","400","3",17,0
"V11335","400","3",36,0
"V11435","400","3",32,0
"V11534","400","3",38,0
"V11634","400","3",28,1
"V11734","400","3",26,0
"V11834","400","3",68,0
"V11934","400","3",29,2
"V12034","400","3",25,0
"V12148","400","3",39,0
"V12236","400","3",39,0
"V12334","400","3",17,1
"V12434","400","3",27,0
"V12534","400","3",32,1
"V12634","400","3",28,0
"V12734","400","3",28,1
"V12834","400","3",29,0
"V12934","400","3",34,0
"V13034","400","3",23,0
"V13147","400","3",22,0
"V13236","400","3",30,0
"V13334","400","3",43,0
"V13434","400","3",21,0
"V13534","400","3",30,0
"V13634","400","3",38,0
"V13734","400","3",36,6
"V13834","400","3",14,2
"V13934","400","3",27,0
"V14034","400","3",24,0
"V14147","400","3",61,0
"V14236","400","3",30,0
"V14334","400","3",29,1
"V14434","400","3",27,1
"V14534","400","3",30,0
"V14634","400","3",32,0
"V14734","400","3",25,0
"V14834","400","3",20,0
"V14934","400","3",62,0
"V15034","400","3",51,3
"V15147","400","3",76,0
"V15236","400","3",43,0
"V15334","400","3",29,0
"V15434","400","3",37,0
"V15534","400","3",47,0
"V15634","400","3",48,1
"V15734","400","3",30,0
"V15834","400","3",46,0
"V15934","400","3",39,0
"V16034","400","3",25,1
"V16147","400","3",47,0
"V16236","400","3",42,0
"V16334","400","3",44,0
"V16434","400","3",40,1
"V16534","400","3",37,0
"V16634","400","3",48,1
"V16734","400","3",25,0
"V16834","400","3",43,1
"V16934","400","3",32,0
"V17034","400","3",45,0
"V17147","400","3",23,1
"V17236","400","3",29,1
"V17334","400","3",30,0
"V17434","400","3",35,0
"V17534","400","3",39,0
"V17634","400","3",23,0
"V17734","400","3",30,0
"V17834","400","3",49,1
"V17934","400","3",36,0
"V18034","400","3",27,0
"V18147","400","3",52,0
"V18236","400","3",34,3
"V18334","400","3",28,0
"V18434","400","3",41,2
"V18534","400","3",28,1
"V18634","400","3",25,0
"V18734","400","3",46,1
"V18834","400","3",51,1
"V18934","400","3",39,0
"V19034","400","3",26,1
"V19147","400","3",48,0
"V19236","400","3",23,0
"V19334","400","3",31,0
"V19434","400","3",33,0
"V19534","400","3",36,0
"V19634","400","3",38,0
"V19734","400","3",36,2
"V19834","400","3",32,3
"V19934","400","3",26,0
"V20034","400","3",23,0
"V20147","400","3",33,0
"V20236","400","3",37,0
"V20334","400","3",26,0
"V20434","400","3",32,0
"V20534","400","3",41,0
"V20634","400","3",31,0
"V20734","400","3",19,2
"V20834","400","3",33,1
"V20934","400","3",49,0
"V21041","400","3",46,0
"V21151","400","3",27,0
"V21237","400","3",26,0
"V21335","400","3",35,1
"V21435","400","3",44,0
"V21534","400","3",37,2
"V21634","400","3",53,0
"V21734","400","3",26,0
"V21834","400","3",37,0
"V21934","400","3",42,0
"V22034","400","3",23,0
"V22148","400","3",30,2
"V22236","400","3",42,0
"V22334","400","3",40,2
"V22434","400","3",28,0
"V22534","400","3",27,0
"V22634","400","3",31,1
"V22734","400","3",29,0
"V22834","400","3",50,0
"V22934","400","3",51,0
"V23034","400","3",34,0
"V23147","400","3",34,0
"V23236","400","3",19,2
"V23334","400","3",23,0
"V23434","400","3",37,0
"V23534","400","3",34,3
"V23634","400","3",34,1
"V23734","400","3",22,0
"V23834","400","3",23,0
"V23934","400","3",20,0
"V24034","400","3",34,0
"V24147","400","3",22,0
"V24236","400","3",32,1
"V24334","400","3",36,2
"V24434","400","3",47,0
"V24534","400","3",35,0
"V24634","400","3",48,1
"V24734","400","3",34,1
"V24834","400","3",40,0
"V24934","400","3",24,0
"V25034","400","3",26,0
"V25147","400","3",32,2
"V25236","400","3",29,3
"V25334","400","3",23,0
"V25434","400","3",40,1
"V25534","400","3",37,1
"V25634","400","3",16,0
"V25734","400","3",29,1
"V25834","400","3",15,0
"V25934","400","3",59,1
"V26034","400","3",36,0
"V26147","400","3",37,4
"V26236","400","3",35,0
"V26334","400","3",55,1
"V26434","400","3",23,1
"V26534","400","3",26,0
"V26634","400","3",41,0
"V26734","400","3",22,0
"V26834","400","3",35,4
"V26934","400","3",55,1
"V27034","400","3",33,0
"V27147","400","3",36,0
"V27236","400","3",22,0
"V27334","400","3",61,0
"V27434","400","3",25,1
"V27534","400","3",25,0
"V27634","400","3",41,0
"V27734","400","3",23,1
"V27834","400","3",18,0
"V27934","400","3",38,0
"V28034","400","3",36,0
"V28147","400","3",27,0
"V28236","400","3",41,0
"V28334","400","3",31,1
"V28434","400","3",28,0
"V28534","400","3",22,0
"V28634","400","3",30,0
"V28734","400","3",30,0
"V28834","400","3",24,0
"V28934","400","3",46,2
"V29034","400","3",20,0
"V29147","400","3",23,0
"V29236","400","3",36,0
"V29334","400","3",36,1
"V29434","400","3",37,2
"V29534","400","3",24,1
"V29634","400","3",35,0
"V29734","400","3",36,0
"V29834","400","3",42,2
"V29934","400","3",32,1
"V30034","400","3",44,1
"V11042","400","4",30,0
"V21042","400","4",58,2
"V3148","400","4",34,0
"V4148","400","4",41,0
"V5148","400","4",35,0
"V6148","400","4",38,0
"V7148","400","4",26,0
"V8148","400","4",49,1
"V9148","400","4",31,0
"V10148","400","4",32,2
"V11152","400","4",35,0
"V12149","400","4",24,0
"V13148","400","4",41,0
"V14148","400","4",69,0
"V15148","400","4",38,0
"V16148","400","4",34,1
"V17148","400","4",40,0
"V18148","400","4",33,0
"V19148","400","4",44,1
"V20148","400","4",35,0
"V21152","400","4",35,0
"V22149","400","4",26,2
"V23148","400","4",24,2
"V24148","400","4",44,0
"V25148","400","4",34,0
"V26148","400","4",45,1
"V27148","400","4",39,0
"V28148","400","4",45,0
"V29148","400","4",45,1
"V3035","400","4",36,0
"V3149","400","4",36,0
"V3237","400","4",23,1
"V3335","400","4",27,0
"V3435","400","4",28,2
"V3535","400","4",32,0
"V3635","400","4",39,0
"V3735","400","4",35,0
"V3835","400","4",36,0
"V3935","400","4",20,0
"V4035","400","4",37,0
"V4149","400","4",46,0
"V4237","400","4",53,0
"V4335","400","4",25,0
"V4435","400","4",47,0
"V4535","400","4",34,0
"V4635","400","4",48,0
"V4735","400","4",45,0
"V4835","400","4",56,3
"V4935","400","4",27,2
"V5035","400","4",30,0
"V5149","400","4",37,1
"V5237","400","4",40,1
"V5335","400","4",24,0
"V5435","400","4",43,0
"V5535","400","4",42,0
"V5635","400","4",24,0
"V5735","400","4",31,0
"V5835","400","4",43,0
"V5935","400","4",49,0
"V6035","400","4",22,1
"V6149","400","4",40,0
"V6237","400","4",41,0
"V6335","400","4",33,0
"V6435","400","4",49,0
"V6535","400","4",24,0
"V6635","400","4",44,0
"V6735","400","4",52,0
"V6835","400","4",32,0
"V6935","400","4",45,0
"V7035","400","4",34,0
"V7149","400","4",59,1
"V7237","400","4",31,0
"V7335","400","4",21,0
"V7435","400","4",29,1
"V7535","400","4",35,0
"V7635","400","4",43,1
"V7735","400","4",29,0
"V7835","400","4",30,0
"V7935","400","4",41,0
"V8035","400","4",35,0
"V8149","400","4",62,0
"V8237","400","4",47,0
"V8335","400","4",45,0
"V8435","400","4",47,0
"V8535","400","4",30,0
"V8635","400","4",28,0
"V8735","400","4",34,0
"V8835","400","4",43,0
"V8935","400","4",35,0
"V9035","400","4",32,0
"V9149","400","4",42,1
"V9237","400","4",33,0
"V9335","400","4",35,1
"V9435","400","4",48,0
"V9535","400","4",39,0
"V9635","400","4",28,0
"V9735","400","4",25,0
"V9835","400","4",52,0
"V9935","400","4",30,2
"V10035","400","4",50,0
"V10149","400","4",26,2
"V10237","400","4",35,0
"V10335","400","4",35,0
"V10435","400","4",37,1
"V10535","400","4",39,2
"V10635","400","4",33,0
"V10735","400","4",40,0
"V10835","400","4",33,0
"V10935","400","4",66,1
"V11043","400","4",26,0
"V11153","400","4",40,0
"V11238","400","4",43,0
"V11336","400","4",41,0
"V11436","400","4",59,0
"V11535","400","4",32,1
"V11635","400","4",47,0
"V11735","400","4",40,0
"V11835","400","4",41,0
"V11935","400","4",30,0
"V12035","400","4",25,0
"V12150","400","4",48,1
"V12237","400","4",29,0
"V12335","400","4",32,0
"V12435","400","4",50,0
"V12535","400","4",37,0
"V12635","400","4",28,0
"V12735","400","4",30,0
"V12835","400","4",48,0
"V12935","400","4",40,0
"V13035","400","4",31,0
"V13149","400","4",49,0
"V13237","400","4",32,0
"V13335","400","4",58,0
"V13435","400","4",32,0
"V13535","400","4",41,0
"V13635","400","4",26,0
"V13735","400","4",42,0
"V13835","400","4",37,0
"V13935","400","4",35,0
"V14035","400","4",42,0
"V14149","400","4",28,1
"V14237","400","4",33,0
"V14335","400","4",28,1
"V14435","400","4",35,0
"V14535","400","4",37,0
"V14635","400","4",53,1
"V14735","400","4",43,1
"V14835","400","4",44,0
"V14935","400","4",44,0
"V15035","400","4",21,0
"V15149","400","4",39,0
"V15237","400","4",47,0
"V15335","400","4",32,0
"V15435","400","4",48,0
"V15535","400","4",61,0
"V15635","400","4",32,2
"V15735","400","4",29,0
"V15835","400","4",49,0
"V15935","400","4",51,0
"V16035","400","4",38,0
"V16149","400","4",29,0
"V16237","400","4",41,0
"V16335","400","4",28,1
"V16435","400","4",28,0
"V16535","400","4",22,0
"V16635","400","4",30,0
"V16735","400","4",42,0
"V16835","400","4",36,0
"V16935","400","4",26,1
"V17035","400","4",27,1
"V17149","400","4",41,0
"V17237","400","4",29,0
"V17335","400","4",37,0
"V17435","400","4",30,0
"V17535","400","4",50,0
"V17635","400","4",43,1
"V17735","400","4",29,0
"V17835","400","4",35,1
"V17935","400","4",36,0
"V18035","400","4",35,1
"V18149","400","4",39,1
"V18237","400","4",29,0
"V18335","400","4",25,0
"V18435","400","4",28,0
"V18535","400","4",31,0
"V18635","400","4",26,0
"V18735","400","4",35,1
"V18835","400","4",53,0
"V18935","400","4",30,0
"V19035","400","4",37,0
"V19149","400","4",47,2
"V19237","400","4",49,0
"V19335","400","4",43,0
"V19435","400","4",37,0
"V19535","400","4",48,0
"V19635","400","4",42,0
"V19735","400","4",31,0
"V19835","400","4",43,1
"V19935","400","4",48,0
"V20035","400","4",39,0
"V20149","400","4",46,0
"V20237","400","4",50,0
"V20335","400","4",39,1
"V20435","400","4",32,0
